id	description	dataset	category	subcategory	region	delay	universe	type	dateCoverage	coverage	userCount	alphaCount	themes
nws18_acb	News sentiment specializing in corporate action announcements	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	144	439	[]
nws18_bam	News sentiment specializing in mergers and acquisitions	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	297	857	[]
nws18_bee	News sentiment specializing in growth of earnings	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	182	411	[]
nws18_ber	News sentiment specializing in earnings result	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	223	541	[]
nws18_event_relevance	Relevance of the event to the story	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	367	735	[]
nws18_event_similarity_days	Days since a similar event was detected	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	243	518	[]
nws18_ghc_lna	Change in analyst recommendation	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	424	1229	[]
nws18_nip	Degree of impact of the news	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	270	1128	[]
nws18_qcm	News sentiment of relevant news with high confidence	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	232	520	[]
nws18_qep	News sentiment based on positive and negative words on global equity	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	244	859	[]
nws18_qmb	News sentiment specializing in editorials on global markets	{'id': 'news18', 'name': 'Ravenpack News Data'}	{'id': 'news', 'name': 'News'}	{'id': 'news-news-sentiment', 'name': 'News Sentiment'}	USA	1	TOP3000	VECTOR	1.0	0.5	129	419	[]
